,RecordKey,Website.ID,Website.RecordKey,SiteName,Site.section,ViceCounty,established,GridReference,Projection,Precision,lat,long,transect.OS1936.lat,Transect.OS1936.long,transect_length,section_length,section_grid_ref,H1,H2,H3,H4,habitat_description,L1,L2,land_use_description,Recorder,start_time,end_time,sunshine,wind_speed,temperature,TaxonVersionKey,species,latin,queens,workers,males,unknown,Comment,transect_comment,flower_visited,StartDate,EndDate,DateType,Year,Month,Day,Sensitive,Week,TotalCount,Year_Bin,site_count
143382,139283,11538919.0,iBRC11538919,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S2,,2018.0,TQ542789,OSGB,100,51.48797607,0.219601795,51.4875145,0.221220836,2026.0,183.0,TQ543788,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",14:00,14:55,Sunny/Cloudy,3. Leaves and twigs in slight motion,27.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,,17/07/2019,17/07/2019,D,2019,7,17,False,29,1,2019-2020,64
147459,141591,11251232.0,iBRC11251232,Ellenden Farm,Ellenden Farm - S4,,2019.0,TR099630,OSGB,100,51.32728958,1.011442542,51.3268013,1.013130069,2312.0,783.0,TR097631,,,,,,,,,"Cartwright, Bex",14:30,16:05,Sunny,1. Slight smoke drift,24.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,4,0,0,,,Alsike clover,01/08/2019,01/08/2019,D,2019,8,1,False,31,4,2019-2020,11
147614,141318,11292791.0,iBRC11292791,Victory Wood One,Victory Wood One - S1,,2019.0,TR090624,OSGB,100,51.32223129,0.998196304,51.32174301,0.9998824,2402.0,348.0,TR086626,18. Agriculturally improved/re-seeded/heavily fertilised grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Inglis, Claire",14:05,16:20,Sunny,0. Smoke rises vertically,25.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,Red Clover,02/08/2019,02/08/2019,D,2019,8,2,False,31,1,2019-2020,47
147615,141319,11292790.0,iBRC11292790,Victory Wood One,Victory Wood One - S1,,2019.0,TR090624,OSGB,100,51.32223129,0.998196304,51.32174301,0.9998824,2402.0,348.0,TR086626,18. Agriculturally improved/re-seeded/heavily fertilised grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Inglis, Claire",14:05,16:20,Sunny,0. Smoke rises vertically,25.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,Caught in flight between flowers,,,02/08/2019,02/08/2019,D,2019,8,2,False,31,1,2019-2020,47
147630,141334,11292775.0,iBRC11292775,Victory Wood One,Victory Wood One - S1,,2019.0,TR090624,OSGB,100,51.32223129,0.998196304,51.32174301,0.9998824,2402.0,348.0,TR086626,18. Agriculturally improved/re-seeded/heavily fertilised grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Inglis, Claire",14:05,16:20,Sunny,0. Smoke rises vertically,25.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,Red Bartsia,02/08/2019,02/08/2019,D,2019,8,2,False,31,1,2019-2020,47
147643,141300,11292810.0,iBRC11292810,Victory Wood One,Victory Wood One - S3,,2019.0,TR090624,OSGB,100,51.32223129,0.998196304,51.32174301,0.9998824,2402.0,767.0,TR088626,18. Agriculturally improved/re-seeded/heavily fertilised grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Inglis, Claire",14:05,16:20,Sunny,0. Smoke rises vertically,25.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,Red Bartsia,02/08/2019,02/08/2019,D,2019,8,2,False,31,1,2019-2020,47
147666,141277,11292837.0,iBRC11292837,Victory Wood One,Victory Wood One - S5,,2019.0,TR090624,OSGB,100,51.32223129,0.998196304,51.32174301,0.9998824,2402.0,683.0,TR090621,18. Agriculturally improved/re-seeded/heavily fertilised grassland,25. Hedgerows,,,,L6 - Outdoor amenity and open spaces,L6 - Outdoor amenity and open spaces,,"Inglis, Claire",14:05,16:20,Sunny,0. Smoke rises vertically,25.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,Along multiuser path,,Thistle,02/08/2019,02/08/2019,D,2019,8,2,False,31,1,2019-2020,47
147673,141285,11292828.0,iBRC11292828,Victory Wood One,Victory Wood One - S5,,2019.0,TR090624,OSGB,100,51.32223129,0.998196304,51.32174301,0.9998824,2402.0,683.0,TR090621,18. Agriculturally improved/re-seeded/heavily fertilised grassland,25. Hedgerows,,,,L6 - Outdoor amenity and open spaces,L6 - Outdoor amenity and open spaces,,"Inglis, Claire",14:05,16:20,Sunny,0. Smoke rises vertically,25.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,0,2,0,"Section needs to be added to map- between end of section 4 and internal gate, round to multiuser path there is a whole path lined by red bartsia",,Red Clover,02/08/2019,02/08/2019,D,2019,8,2,False,31,2,2019-2020,47
147677,141289,11292823.0,iBRC11292823,Victory Wood One,Victory Wood One - S5,,2019.0,TR090624,OSGB,100,51.32223129,0.998196304,51.32174301,0.9998824,2402.0,683.0,TR090621,18. Agriculturally improved/re-seeded/heavily fertilised grassland,25. Hedgerows,,,,L6 - Outdoor amenity and open spaces,L6 - Outdoor amenity and open spaces,,"Inglis, Claire",14:05,16:20,Sunny,0. Smoke rises vertically,25.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,6,0,0,"Section needs to be added to map- between end of section 4 and internal gate, round to multiuser path there is a whole path lined by red bartsia",,Red Bartsia,02/08/2019,02/08/2019,D,2019,8,2,False,31,6,2019-2020,47
148010,135943,11779949.0,iBRC11779949,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S6,,2017.0,TQ770846,OSGB,100,51.53250504,0.550533235,51.53203964,0.552184999,2525.0,519.0,TQ765849,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",,footpath flanked by hay meadow and hedgerow. nettle species and other flowering plants grow on footpath edges,L6 - Outdoor amenity and open spaces,L1 - Agriculture,footpath edges are mown periodically throughout summer to keep footpath open.,"Hill, Andy",11:00,13:00,Sunny/Cloudy,3. Leaves and twigs in slight motion,25.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,Birdsfoot trefoil,04/08/2019,04/08/2019,D,2019,8,4,False,32,1,2019-2020,65
148011,135944,11779948.0,iBRC11779948,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S6,,2017.0,TQ770846,OSGB,100,51.53250504,0.550533235,51.53203964,0.552184999,2525.0,519.0,TQ765849,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",,footpath flanked by hay meadow and hedgerow. nettle species and other flowering plants grow on footpath edges,L6 - Outdoor amenity and open spaces,L1 - Agriculture,footpath edges are mown periodically throughout summer to keep footpath open.,"Hill, Andy",11:00,13:00,Sunny/Cloudy,3. Leaves and twigs in slight motion,25.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,Knapweed,04/08/2019,04/08/2019,D,2019,8,4,False,32,1,2019-2020,65
150201,138026,11601751.0,iBRC11601751,Kenfig Castle,Kenfig Castle - S1,,2019.0,SS795827,OSGB,100,51.53026962,-3.738600969,51.52985764,-3.737356901,1895.0,494.0,SS800826,20. Bracken dominated glades or hillsides,,,,,L1 - Agriculture,,,"Carrington, David",14:40,15:42,Sunny,Not recorded/no data,20.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,2,0,0,,,,13/08/2019,13/08/2019,D,2019,8,13,False,33,2,2019-2020,16
150204,138024,11601753.0,iBRC11601753,Kenfig Castle,Kenfig Castle - S2,,2019.0,SS795827,OSGB,100,51.53026962,-3.738600969,51.52985764,-3.737356901,1895.0,299.0,SS800826,4. Coastal dune and sand scrub,,,,,L1 - Agriculture,,,"Carrington, David",14:40,15:42,Sunny,Not recorded/no data,20.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,20,0,0,,,,13/08/2019,13/08/2019,D,2019,8,13,False,33,20,2019-2020,16
150206,138021,11601756.0,iBRC11601756,Kenfig Castle,Kenfig Castle - S3,,2019.0,SS795827,OSGB,100,51.53026962,-3.738600969,51.52985764,-3.737356901,1895.0,96.0,SS797826,5. Coastal dune and sand woods,,,,,L1 - Agriculture,,,"Carrington, David",14:40,15:42,Sunny,Not recorded/no data,20.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,5,0,0,,,,13/08/2019,13/08/2019,D,2019,8,13,False,33,5,2019-2020,16
150208,138019,11601758.0,iBRC11601758,Kenfig Castle,Kenfig Castle - S4,,2019.0,SS795827,OSGB,100,51.53026962,-3.738600969,51.52985764,-3.737356901,1895.0,512.0,SS796826,2. Coastal dune grassland,,,,,L1 - Agriculture,,,"Carrington, David",14:40,15:42,Sunny,Not recorded/no data,20.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,3,0,0,,,,13/08/2019,13/08/2019,D,2019,8,13,False,33,3,2019-2020,16
150212,138018,11601759.0,iBRC11601759,Kenfig Castle,Kenfig Castle - S5,,2019.0,SS795827,OSGB,100,51.53026962,-3.738600969,51.52985764,-3.737356901,1895.0,494.0,SS796825,4. Coastal dune and sand scrub,,,,,L1 - Agriculture,,Light cattle grazing,"Carrington, David",14:40,15:42,Sunny,Not recorded/no data,20.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,9,0,0,,,,13/08/2019,13/08/2019,D,2019,8,13,False,33,9,2019-2020,16
150932,138303,11584056.0,iBRC11584056,"Riverside Country Park, Rainham","Riverside Country Park, Rainham - S1",,2011.0,TQ817676,OSGB,100,51.37831879,0.609495699,51.37783813,0.611147463,2015.0,532.0,TQ822674,40. Bare ground/weed communities of post-industrial sites e.g. quarries/pits/road/rail/landfill,22. Dry scrub/shrub thickets,"24. Wet Willow scrub of fen, river and lake-side",,,L41 - Unused Land,L6 - Outdoor amenity and open spaces,,"Springate, Simon",13:42,15:28,Sunny/Cloudy,4. Dust raised and small branches move,,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,Red Bartsia,19/08/2019,19/08/2019,D,2019,8,19,False,34,1,2019-2020,18
150965,138281,11584079.0,iBRC11584079,"Riverside Country Park, Rainham","Riverside Country Park, Rainham - S4",,2011.0,TQ817676,OSGB,100,51.37831879,0.609495699,51.37783813,0.611147463,2015.0,705.0,TQ815678,22. Dry scrub/shrub thickets,15. Dry semi/unimproved (flower rich) chalk/limestone grassland,25. Hedgerows,,,L6 - Outdoor amenity and open spaces,,,"Springate, Simon",13:42,15:28,Sunny/Cloudy,4. Dust raised and small branches move,,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,Duke of Argyll's Teaplant,19/08/2019,19/08/2019,D,2019,8,19,False,34,1,2019-2020,18
150967,138283,11584076.0,iBRC11584076,"Riverside Country Park, Rainham","Riverside Country Park, Rainham - S4",,2011.0,TQ817676,OSGB,100,51.37831879,0.609495699,51.37783813,0.611147463,2015.0,705.0,TQ815678,22. Dry scrub/shrub thickets,15. Dry semi/unimproved (flower rich) chalk/limestone grassland,25. Hedgerows,,,L6 - Outdoor amenity and open spaces,,,"Springate, Simon",13:42,15:28,Sunny/Cloudy,4. Dust raised and small branches move,,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,Black Horehound,19/08/2019,19/08/2019,D,2019,8,19,False,34,1,2019-2020,18
151012,139475,11531153.0,iBRC11531153,Ellenden Farm,Ellenden Farm - S2,,2019.0,TR099630,OSGB,100,51.32728958,1.011442542,51.3268013,1.013130069,2312.0,436.0,TR100626,,,,,,,,,"Cartwright, Bex",14:50,16:45,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,6,0,0,,,sunflower,19/08/2019,19/08/2019,D,2019,8,19,False,34,6,2019-2020,11
151020,139465,11531163.0,iBRC11531163,Ellenden Farm,Ellenden Farm - S4,,2019.0,TR099630,OSGB,100,51.32728958,1.011442542,51.3268013,1.013130069,2312.0,783.0,TR097631,,,,,,,,,"Cartwright, Bex",14:50,16:45,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,3,0,0,,,alsike clover/ bird's foot trefoil,19/08/2019,19/08/2019,D,2019,8,19,False,34,3,2019-2020,11
151553,139270,11538960.0,iBRC11538960,RSPB Rainham Marshes - centre-woodland,RSPB Rainham Marshes - centre-woodland - S1,,2015.0,TQ549790,OSGB,100,51.48868179,0.229724601,51.48822021,0.231344625,2033.0,61.0,TQ548787,39. Ornamental shrubs/trees/lawns of churches/parks/domestic gardens etc,,,,An area known as the wildlife garden which consists mainly of pollen-rich non-native plants.,L6 - Outdoor amenity and open spaces,,Nature reserve,"Hoare, Jerry",11:05,12:15,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,,21/08/2019,21/08/2019,D,2019,8,21,False,34,1,2019-2020,30
151564,139264,11538966.0,iBRC11538966,RSPB Rainham Marshes - centre-woodland,RSPB Rainham Marshes - centre-woodland - S3,,2015.0,TQ549790,OSGB,100,51.48868179,0.229724601,51.48822021,0.231344625,2033.0,329.0,TQ549790,30. Small man-made woodlands,22. Dry scrub/shrub thickets,,,"Recently planted woodland consisting of native species (hawthorn, willow, blackthorn) contains bramble, hogweed, ground ivy, bindweed and areas of buddleia.",L6 - Outdoor amenity and open spaces,,Nature reserve,"Hoare, Jerry",11:05,12:15,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,2,0,0,,,,21/08/2019,21/08/2019,D,2019,8,21,False,34,2,2019-2020,30
151569,139260,11538970.0,iBRC11538970,RSPB Rainham Marshes - centre-woodland,RSPB Rainham Marshes - centre-woodland - S5,,2015.0,TQ549790,OSGB,100,51.48868179,0.229724601,51.48822021,0.231344625,2033.0,280.0,TQ549793,16. Dry semi/unimproved acid grassland,,,,"Acid grassland with areas of ragwort, nettle, chicory and vervain and patches of bare ground.",L6 - Outdoor amenity and open spaces,,Nature reserve,"Hoare, Jerry",11:05,12:15,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,,21/08/2019,21/08/2019,D,2019,8,21,False,34,1,2019-2020,30
151690,135172,11822150.0,iBRC11822150,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S1,,2018.0,TQ542789,OSGB,100,51.48797607,0.219601795,51.4875145,0.221220836,2026.0,400.0,TQ547787,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",14:05,16:00,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,6,0,0,,,,21/08/2019,21/08/2019,D,2019,8,21,False,34,6,2019-2020,64
151693,135167,11822155.0,iBRC11822155,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S2,,2018.0,TQ542789,OSGB,100,51.48797607,0.219601795,51.4875145,0.221220836,2026.0,183.0,TQ543788,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",14:05,16:00,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,5,1,0,,,,21/08/2019,21/08/2019,D,2019,8,21,False,34,6,2019-2020,64
151696,135164,11822158.0,iBRC11822158,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S3,,2018.0,TQ542789,OSGB,100,51.48797607,0.219601795,51.4875145,0.221220836,2026.0,265.0,TQ541789,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",14:05,16:00,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,3,0,,,,21/08/2019,21/08/2019,D,2019,8,21,False,34,4,2019-2020,64
151698,135161,11822161.0,iBRC11822161,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S4,,2018.0,TQ542789,OSGB,100,51.48797607,0.219601795,51.4875145,0.221220836,2026.0,88.0,TQ540791,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",14:05,16:00,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,2,0,0,,,,21/08/2019,21/08/2019,D,2019,8,21,False,34,2,2019-2020,64
151704,135158,11822164.0,iBRC11822164,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S5,,2018.0,TQ542789,OSGB,100,51.48797607,0.219601795,51.4875145,0.221220836,2026.0,152.0,TQ540791,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",14:05,16:00,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,4,1,0,,,,21/08/2019,21/08/2019,D,2019,8,21,False,34,5,2019-2020,64
151706,135152,11822170.0,iBRC11822170,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S7,,2018.0,TQ542789,OSGB,100,51.48797607,0.219601795,51.4875145,0.221220836,2026.0,694.0,TQ540791,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",14:05,16:00,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,2,1,,,,21/08/2019,21/08/2019,D,2019,8,21,False,34,4,2019-2020,64
151792,177286,18748891.0,iBRC18748891,Long Reach Sewage Treatment Works - C1b,Long Reach Sewage Treatment Works - C1b - S1,,2018.0,TQ55117653,OSGB,10,51.46643448,0.231658027,51.46596909,0.23327744,242.0,124.0,TQ551765,21. Stands of tall herbs (e.g. nettle and willow-herb beds),18. Agriculturally improved/re-seeded/heavily fertilised grassland,,,,L19 - Water storage and treatment,L14 - Car parks,,"Fidczuk-Sterry, Kate",11:00,11:45,Sunny,3. Leaves and twigs in slight motion,20.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,4,0,0,,,white dead nettle,22/08/2019,22/08/2019,D,2019,8,22,False,34,4,2019-2020,15
151798,177280,18748897.0,iBRC18748897,Long Reach Sewage Treatment Works - C1b,Long Reach Sewage Treatment Works - C1b - S2,,2018.0,TQ55117653,OSGB,10,51.46643448,0.231658027,51.46596909,0.23327744,242.0,118.0,TQ551764,21. Stands of tall herbs (e.g. nettle and willow-herb beds),22. Dry scrub/shrub thickets,,,,L19 - Water storage and treatment,L14 - Car parks,,"Fidczuk-Sterry, Kate",11:00,11:45,Sunny,3. Leaves and twigs in slight motion,20.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,4,0,0,,,white dead nettle,22/08/2019,22/08/2019,D,2019,8,22,False,34,4,2019-2020,15
151799,177281,18748896.0,iBRC18748896,Long Reach Sewage Treatment Works - C1b,Long Reach Sewage Treatment Works - C1b - S2,,2018.0,TQ55117653,OSGB,10,51.46643448,0.231658027,51.46596909,0.23327744,242.0,118.0,TQ551764,21. Stands of tall herbs (e.g. nettle and willow-herb beds),22. Dry scrub/shrub thickets,,,,L19 - Water storage and treatment,L14 - Car parks,,"Fidczuk-Sterry, Kate",11:00,11:45,Sunny,3. Leaves and twigs in slight motion,20.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,0,2,0,,,black horehound,22/08/2019,22/08/2019,D,2019,8,22,False,34,2,2019-2020,15
151800,177282,18748895.0,iBRC18748895,Long Reach Sewage Treatment Works - C1b,Long Reach Sewage Treatment Works - C1b - S2,,2018.0,TQ55117653,OSGB,10,51.46643448,0.231658027,51.46596909,0.23327744,242.0,118.0,TQ551764,21. Stands of tall herbs (e.g. nettle and willow-herb beds),22. Dry scrub/shrub thickets,,,,L19 - Water storage and treatment,L14 - Car parks,,"Fidczuk-Sterry, Kate",11:00,11:45,Sunny,3. Leaves and twigs in slight motion,20.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,bramble,22/08/2019,22/08/2019,D,2019,8,22,False,34,1,2019-2020,15
151801,177283,18748894.0,iBRC18748894,Long Reach Sewage Treatment Works - C1b,Long Reach Sewage Treatment Works - C1b - S2,,2018.0,TQ55117653,OSGB,10,51.46643448,0.231658027,51.46596909,0.23327744,242.0,118.0,TQ551764,21. Stands of tall herbs (e.g. nettle and willow-herb beds),22. Dry scrub/shrub thickets,,,,L19 - Water storage and treatment,L14 - Car parks,,"Fidczuk-Sterry, Kate",11:00,11:45,Sunny,3. Leaves and twigs in slight motion,20.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,mallow,22/08/2019,22/08/2019,D,2019,8,22,False,34,1,2019-2020,15
151932,177300,18748861.0,iBRC18748861,Long Reach Sewage Treatment Works - C4,Long Reach Sewage Treatment Works - C4 - S1,,2018.0,TQ55467680,OSGB,10,51.46876144,0.236821353,51.46829605,0.238441333,377.0,122.0,TQ554767,18. Agriculturally improved/re-seeded/heavily fertilised grassland,,,,,L19 - Water storage and treatment,,,"Fidczuk-Sterry, Kate",12:45,13:15,Sunny,5. Small trees in leaf begin to sway,24.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,black horehound,22/08/2019,22/08/2019,D,2019,8,22,False,34,1,2019-2020,3
152000,137690,11682786.0,iBRC11682786,Shellness Road north,Shellness Road north - S1,,2018.0,TR042699,OSGB,100,51.39132309,0.933699667,51.39084244,0.935382247,1345.0,226.0,TR044698,17. Dry semi/unimproved (flower rich) neutral grassland,,,,Part of a coastal park.  Sea wall with short vegetation on top due to the path been well walked.  Short vegetation on sea wall sides with some bare ground.,L6 - Outdoor amenity and open spaces,,,"Moss, Ruth",14:05,15:00,Sunny,3. Leaves and twigs in slight motion,25.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,0,0,1,,,blackhorehound,22/08/2019,22/08/2019,D,2019,8,22,False,34,1,2019-2020,3
